feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23
0.588,1.322,0.1,0.038,0.036,0.026,0.024,0.02,0.024,0.024,0.972,1.676,0.978,1.39,0.338,0.972,0.348,2.164,1.158,1.078,2.002,0.388,1.034,0.18
1.322,0.1,0.038,0.036,0.026,0.024,0.02,0.024,0.024,0.972,1.676,0.978,1.39,0.338,0.972,0.348,2.164,1.158,1.078,2.002,0.388,1.034,0.18,0.336
0.1,0.038,0.036,0.026,0.024,0.02,0.024,0.024,0.972,1.676,0.978,1.39,0.338,0.972,0.348,2.164,1.158,1.078,2.002,0.388,1.034,0.18,0.336,0.024
0.038,0.036,0.026,0.024,0.02,0.024,0.024,0.972,1.676,0.978,1.39,0.338,0.972,0.348,2.164,1.158,1.078,2.002,0.388,1.034,0.18,0.336,0.024,0.07
0.036,0.026,0.024,0.02,0.024,0.024,0.972,1.676,0.978,1.39,0.338,0.972,0.348,2.164,1.158,1.078,2.002,0.388,1.034,0.18,0.336,0.024,0.07,0.1
0.026,0.024,0.02,0.024,0.024,0.972,1.676,0.978,1.39,0.338,0.972,0.348,2.164,1.158,1.078,2.002,0.388,1.034,0.18,0.336,0.024,0.07,0.1,0.038
0.024,0.02,0.024,0.024,0.972,1.676,0.978,1.39,0.338,0.972,0.348,2.164,1.158,1.078,2.002,0.388,1.034,0.18,0.336,0.024,0.07,0.1,0.038,0.036
0.02,0.024,0.024,0.972,1.676,0.978,1.39,0.338,0.972,0.348,2.164,1.158,1.078,2.002,0.388,1.034,0.18,0.336,0.024,0.07,0.1,0.038,0.036,0.036
0.024,0.024,0.972,1.676,0.978,1.39,0.338,0.972,0.348,2.164,1.158,1.078,2.002,0.388,1.034,0.18,0.336,0.024,0.07,0.1,0.038,0.036,0.036,0.038
0.024,0.972,1.676,0.978,1.39,0.338,0.972,0.348,2.164,1.158,1.078,2.002,0.388,1.034,0.18,0.336,0.024,0.07,0.1,0.038,0.036,0.036,0.038,0.036
0.972,1.676,0.978,1.39,0.338,0.972,0.348,2.164,1.158,1.078,2.002,0.388,1.034,0.18,0.336,0.024,0.07,0.1,0.038,0.036,0.036,0.038,0.036,0.036
1.676,0.978,1.39,0.338,0.972,0.348,2.164,1.158,1.078,2.002,0.388,1.034,0.18,0.336,0.024,0.07,0.1,0.038,0.036,0.036,0.038,0.036,0.036,2.192
0.978,1.39,0.338,0.972,0.348,2.164,1.158,1.078,2.002,0.388,1.034,0.18,0.336,0.024,0.07,0.1,0.038,0.036,0.036,0.038,0.036,0.036,2.192,1.682
1.39,0.338,0.972,0.348,2.164,1.158,1.078,2.002,0.388,1.034,0.18,0.336,0.024,0.07,0.1,0.038,0.036,0.036,0.038,0.036,0.036,2.192,1.682,0.202
0.338,0.972,0.348,2.164,1.158,1.078,2.002,0.388,1.034,0.18,0.336,0.024,0.07,0.1,0.038,0.036,0.036,0.038,0.036,0.036,2.192,1.682,0.202,0.396
0.972,0.348,2.164,1.158,1.078,2.002,0.388,1.034,0.18,0.336,0.024,0.07,0.1,0.038,0.036,0.036,0.038,0.036,0.036,2.192,1.682,0.202,0.396,0.074
0.348,2.164,1.158,1.078,2.002,0.388,1.034,0.18,0.336,0.024,0.07,0.1,0.038,0.036,0.036,0.038,0.036,0.036,2.192,1.682,0.202,0.396,0.074,0.204
2.164,1.158,1.078,2.002,0.388,1.034,0.18,0.336,0.024,0.07,0.1,0.038,0.036,0.036,0.038,0.036,0.036,2.192,1.682,0.202,0.396,0.074,0.204,2.442
1.158,1.078,2.002,0.388,1.034,0.18,0.336,0.024,0.07,0.1,0.038,0.036,0.036,0.038,0.036,0.036,2.192,1.682,0.202,0.396,0.074,0.204,2.442,0.808
1.078,2.002,0.388,1.034,0.18,0.336,0.024,0.07,0.1,0.038,0.036,0.036,0.038,0.036,0.036,2.192,1.682,0.202,0.396,0.074,0.204,2.442,0.808,0.1
2.002,0.388,1.034,0.18,0.336,0.024,0.07,0.1,0.038,0.036,0.036,0.038,0.036,0.036,2.192,1.682,0.202,0.396,0.074,0.204,2.442,0.808,0.1,0.104
0.388,1.034,0.18,0.336,0.024,0.07,0.1,0.038,0.036,0.036,0.038,0.036,0.036,2.192,1.682,0.202,0.396,0.074,0.204,2.442,0.808,0.1,0.104,0.166
1.034,0.18,0.336,0.024,0.07,0.1,0.038,0.036,0.036,0.038,0.036,0.036,2.192,1.682,0.202,0.396,0.074,0.204,2.442,0.808,0.1,0.104,0.166,0.644
0.18,0.336,0.024,0.07,0.1,0.038,0.036,0.036,0.038,0.036,0.036,2.192,1.682,0.202,0.396,0.074,0.204,2.442,0.808,0.1,0.104,0.166,0.644,0.062
0.336,0.024,0.07,0.1,0.038,0.036,0.036,0.038,0.036,0.036,2.192,1.682,0.202,0.396,0.074,0.204,2.442,0.808,0.1,0.104,0.166,0.644,0.062,0.028
0.024,0.07,0.1,0.038,0.036,0.036,0.038,0.036,0.036,2.192,1.682,0.202,0.396,0.074,0.204,2.442,0.808,0.1,0.104,0.166,0.644,0.062,0.028,0.026
0.07,0.1,0.038,0.036,0.036,0.038,0.036,0.036,2.192,1.682,0.202,0.396,0.074,0.204,2.442,0.808,0.1,0.104,0.166,0.644,0.062,0.028,0.026,0.028
0.1,0.038,0.036,0.036,0.038,0.036,0.036,2.192,1.682,0.202,0.396,0.074,0.204,2.442,0.808,0.1,0.104,0.166,0.644,0.062,0.028,0.026,0.028,0.026
0.038,0.036,0.036,0.038,0.036,0.036,2.192,1.682,0.202,0.396,0.074,0.204,2.442,0.808,0.1,0.104,0.166,0.644,0.062,0.028,0.026,0.028,0.026,0.02
0.036,0.036,0.038,0.036,0.036,2.192,1.682,0.202,0.396,0.074,0.204,2.442,0.808,0.1,0.104,0.166,0.644,0.062,0.028,0.026,0.028,0.026,0.02,0.026
0.036,0.038,0.036,0.036,2.192,1.682,0.202,0.396,0.074,0.204,2.442,0.808,0.1,0.104,0.166,0.644,0.062,0.028,0.026,0.028,0.026,0.02,0.026,0.026
0.038,0.036,0.036,2.192,1.682,0.202,0.396,0.074,0.204,2.442,0.808,0.1,0.104,0.166,0.644,0.062,0.028,0.026,0.028,0.026,0.02,0.026,0.026,0.028
0.036,0.036,2.192,1.682,0.202,0.396,0.074,0.204,2.442,0.808,0.1,0.104,0.166,0.644,0.062,0.028,0.026,0.028,0.026,0.02,0.026,0.026,0.028,0.024
0.036,2.192,1.682,0.202,0.396,0.074,0.204,2.442,0.808,0.1,0.104,0.166,0.644,0.062,0.028,0.026,0.028,0.026,0.02,0.026,0.026,0.028,0.024,0.018
2.192,1.682,0.202,0.396,0.074,0.204,2.442,0.808,0.1,0.104,0.166,0.644,0.062,0.028,0.026,0.028,0.026,0.02,0.026,0.026,0.028,0.024,0.018,0.026
1.682,0.202,0.396,0.074,0.204,2.442,0.808,0.1,0.104,0.166,0.644,0.062,0.028,0.026,0.028,0.026,0.02,0.026,0.026,0.028,0.024,0.018,0.026,0.026
0.202,0.396,0.074,0.204,2.442,0.808,0.1,0.104,0.166,0.644,0.062,0.028,0.026,0.028,0.026,0.02,0.026,0.026,0.028,0.024,0.018,0.026,0.026,2.0
0.396,0.074,0.204,2.442,0.808,0.1,0.104,0.166,0.644,0.062,0.028,0.026,0.028,0.026,0.02,0.026,0.026,0.028,0.024,0.018,0.026,0.026,2.0,0.638
0.074,0.204,2.442,0.808,0.1,0.104,0.166,0.644,0.062,0.028,0.026,0.028,0.026,0.02,0.026,0.026,0.028,0.024,0.018,0.026,0.026,2.0,0.638,0.46
0.204,2.442,0.808,0.1,0.104,0.166,0.644,0.062,0.028,0.026,0.028,0.026,0.02,0.026,0.026,0.028,0.024,0.018,0.026,0.026,2.0,0.638,0.46,0.026
2.442,0.808,0.1,0.104,0.166,0.644,0.062,0.028,0.026,0.028,0.026,0.02,0.026,0.026,0.028,0.024,0.018,0.026,0.026,2.0,0.638,0.46,0.026,0.532
0.808,0.1,0.104,0.166,0.644,0.062,0.028,0.026,0.028,0.026,0.02,0.026,0.026,0.028,0.024,0.018,0.026,0.026,2.0,0.638,0.46,0.026,0.532,0.17
0.1,0.104,0.166,0.644,0.062,0.028,0.026,0.028,0.026,0.02,0.026,0.026,0.028,0.024,0.018,0.026,0.026,2.0,0.638,0.46,0.026,0.532,0.17,0.182
0.104,0.166,0.644,0.062,0.028,0.026,0.028,0.026,0.02,0.026,0.026,0.028,0.024,0.018,0.026,0.026,2.0,0.638,0.46,0.026,0.532,0.17,0.182,0.59
0.166,0.644,0.062,0.028,0.026,0.028,0.026,0.02,0.026,0.026,0.028,0.024,0.018,0.026,0.026,2.0,0.638,0.46,0.026,0.532,0.17,0.182,0.59,0.432
0.644,0.062,0.028,0.026,0.028,0.026,0.02,0.026,0.026,0.028,0.024,0.018,0.026,0.026,2.0,0.638,0.46,0.026,0.532,0.17,0.182,0.59,0.432,0.274
0.062,0.028,0.026,0.028,0.026,0.02,0.026,0.026,0.028,0.024,0.018,0.026,0.026,2.0,0.638,0.46,0.026,0.532,0.17,0.182,0.59,0.432,0.274,1.558
0.028,0.026,0.028,0.026,0.02,0.026,0.026,0.028,0.024,0.018,0.026,0.026,2.0,0.638,0.46,0.026,0.532,0.17,0.182,0.59,0.432,0.274,1.558,0.826
0.026,0.028,0.026,0.02,0.026,0.026,0.028,0.024,0.018,0.026,0.026,2.0,0.638,0.46,0.026,0.532,0.17,0.182,0.59,0.432,0.274,1.558,0.826,0.212
0.028,0.026,0.02,0.026,0.026,0.028,0.024,0.018,0.026,0.026,2.0,0.638,0.46,0.026,0.532,0.17,0.182,0.59,0.432,0.274,1.558,0.826,0.212,2.558
0.026,0.02,0.026,0.026,0.028,0.024,0.018,0.026,0.026,2.0,0.638,0.46,0.026,0.532,0.17,0.182,0.59,0.432,0.274,1.558,0.826,0.212,2.558,0.598
0.02,0.026,0.026,0.028,0.024,0.018,0.026,0.026,2.0,0.638,0.46,0.026,0.532,0.17,0.182,0.59,0.432,0.274,1.558,0.826,0.212,2.558,0.598,0.046
0.026,0.026,0.028,0.024,0.018,0.026,0.026,2.0,0.638,0.46,0.026,0.532,0.17,0.182,0.59,0.432,0.274,1.558,0.826,0.212,2.558,0.598,0.046,0.032
0.026,0.028,0.024,0.018,0.026,0.026,2.0,0.638,0.46,0.026,0.532,0.17,0.182,0.59,0.432,0.274,1.558,0.826,0.212,2.558,0.598,0.046,0.032,0.03
0.028,0.024,0.018,0.026,0.026,2.0,0.638,0.46,0.026,0.532,0.17,0.182,0.59,0.432,0.274,1.558,0.826,0.212,2.558,0.598,0.046,0.032,0.03,0.03
0.024,0.018,0.026,0.026,2.0,0.638,0.46,0.026,0.532,0.17,0.182,0.59,0.432,0.274,1.558,0.826,0.212,2.558,0.598,0.046,0.032,0.03,0.03,0.028
0.018,0.026,0.026,2.0,0.638,0.46,0.026,0.532,0.17,0.182,0.59,0.432,0.274,1.558,0.826,0.212,2.558,0.598,0.046,0.032,0.03,0.03,0.028,0.026
0.026,0.026,2.0,0.638,0.46,0.026,0.532,0.17,0.182,0.59,0.432,0.274,1.558,0.826,0.212,2.558,0.598,0.046,0.032,0.03,0.03,0.028,0.026,0.026
0.026,2.0,0.638,0.46,0.026,0.532,0.17,0.182,0.59,0.432,0.274,1.558,0.826,0.212,2.558,0.598,0.046,0.032,0.03,0.03,0.028,0.026,0.026,0.03
2.0,0.638,0.46,0.026,0.532,0.17,0.182,0.59,0.432,0.274,1.558,0.826,0.212,2.558,0.598,0.046,0.032,0.03,0.03,0.028,0.026,0.026,0.03,0.394
0.638,0.46,0.026,0.532,0.17,0.182,0.59,0.432,0.274,1.558,0.826,0.212,2.558,0.598,0.046,0.032,0.03,0.03,0.028,0.026,0.026,0.03,0.394,1.924
0.46,0.026,0.532,0.17,0.182,0.59,0.432,0.274,1.558,0.826,0.212,2.558,0.598,0.046,0.032,0.03,0.03,0.028,0.026,0.026,0.03,0.394,1.924,1.55
0.026,0.532,0.17,0.182,0.59,0.432,0.274,1.558,0.826,0.212,2.558,0.598,0.046,0.032,0.03,0.03,0.028,0.026,0.026,0.03,0.394,1.924,1.55,0.784
0.532,0.17,0.182,0.59,0.432,0.274,1.558,0.826,0.212,2.558,0.598,0.046,0.032,0.03,0.03,0.028,0.026,0.026,0.03,0.394,1.924,1.55,0.784,0.95
0.17,0.182,0.59,0.432,0.274,1.558,0.826,0.212,2.558,0.598,0.046,0.032,0.03,0.03,0.028,0.026,0.026,0.03,0.394,1.924,1.55,0.784,0.95,0.344
0.182,0.59,0.432,0.274,1.558,0.826,0.212,2.558,0.598,0.046,0.032,0.03,0.03,0.028,0.026,0.026,0.03,0.394,1.924,1.55,0.784,0.95,0.344,0.902
0.59,0.432,0.274,1.558,0.826,0.212,2.558,0.598,0.046,0.032,0.03,0.03,0.028,0.026,0.026,0.03,0.394,1.924,1.55,0.784,0.95,0.344,0.902,0.724
0.432,0.274,1.558,0.826,0.212,2.558,0.598,0.046,0.032,0.03,0.03,0.028,0.026,0.026,0.03,0.394,1.924,1.55,0.784,0.95,0.344,0.902,0.724,0.302
0.274,1.558,0.826,0.212,2.558,0.598,0.046,0.032,0.03,0.03,0.028,0.026,0.026,0.03,0.394,1.924,1.55,0.784,0.95,0.344,0.902,0.724,0.302,0.13
1.558,0.826,0.212,2.558,0.598,0.046,0.032,0.03,0.03,0.028,0.026,0.026,0.03,0.394,1.924,1.55,0.784,0.95,0.344,0.902,0.724,0.302,0.13,0.49
0.826,0.212,2.558,0.598,0.046,0.032,0.03,0.03,0.028,0.026,0.026,0.03,0.394,1.924,1.55,0.784,0.95,0.344,0.902,0.724,0.302,0.13,0.49,1.236
0.212,2.558,0.598,0.046,0.032,0.03,0.03,0.028,0.026,0.026,0.03,0.394,1.924,1.55,0.784,0.95,0.344,0.902,0.724,0.302,0.13,0.49,1.236,0.198
2.558,0.598,0.046,0.032,0.03,0.03,0.028,0.026,0.026,0.03,0.394,1.924,1.55,0.784,0.95,0.344,0.902,0.724,0.302,0.13,0.49,1.236,0.198,1.09
0.598,0.046,0.032,0.03,0.03,0.028,0.026,0.026,0.03,0.394,1.924,1.55,0.784,0.95,0.344,0.902,0.724,0.302,0.13,0.49,1.236,0.198,1.09,0.494
0.046,0.032,0.03,0.03,0.028,0.026,0.026,0.03,0.394,1.924,1.55,0.784,0.95,0.344,0.902,0.724,0.302,0.13,0.49,1.236,0.198,1.09,0.494,0.162
0.032,0.03,0.03,0.028,0.026,0.026,0.03,0.394,1.924,1.55,0.784,0.95,0.344,0.902,0.724,0.302,0.13,0.49,1.236,0.198,1.09,0.494,0.162,0.066
0.03,0.03,0.028,0.026,0.026,0.03,0.394,1.924,1.55,0.784,0.95,0.344,0.902,0.724,0.302,0.13,0.49,1.236,0.198,1.09,0.494,0.162,0.066,0.042
0.03,0.028,0.026,0.026,0.03,0.394,1.924,1.55,0.784,0.95,0.344,0.902,0.724,0.302,0.13,0.49,1.236,0.198,1.09,0.494,0.162,0.066,0.042,0.04
0.028,0.026,0.026,0.03,0.394,1.924,1.55,0.784,0.95,0.344,0.902,0.724,0.302,0.13,0.49,1.236,0.198,1.09,0.494,0.162,0.066,0.042,0.04,0.042
0.026,0.026,0.03,0.394,1.924,1.55,0.784,0.95,0.344,0.902,0.724,0.302,0.13,0.49,1.236,0.198,1.09,0.494,0.162,0.066,0.042,0.04,0.042,0.04
0.026,0.03,0.394,1.924,1.55,0.784,0.95,0.344,0.902,0.724,0.302,0.13,0.49,1.236,0.198,1.09,0.494,0.162,0.066,0.042,0.04,0.042,0.04,0.042
0.03,0.394,1.924,1.55,0.784,0.95,0.344,0.902,0.724,0.302,0.13,0.49,1.236,0.198,1.09,0.494,0.162,0.066,0.042,0.04,0.042,0.04,0.042,0.04
0.394,1.924,1.55,0.784,0.95,0.344,0.902,0.724,0.302,0.13,0.49,1.236,0.198,1.09,0.494,0.162,0.066,0.042,0.04,0.042,0.04,0.042,0.04,0.206
1.924,1.55,0.784,0.95,0.344,0.902,0.724,0.302,0.13,0.49,1.236,0.198,1.09,0.494,0.162,0.066,0.042,0.04,0.042,0.04,0.042,0.04,0.206,0.036
1.55,0.784,0.95,0.344,0.902,0.724,0.302,0.13,0.49,1.236,0.198,1.09,0.494,0.162,0.066,0.042,0.04,0.042,0.04,0.042,0.04,0.206,0.036,0.47
0.784,0.95,0.344,0.902,0.724,0.302,0.13,0.49,1.236,0.198,1.09,0.494,0.162,0.066,0.042,0.04,0.042,0.04,0.042,0.04,0.206,0.036,0.47,0.194
0.95,0.344,0.902,0.724,0.302,0.13,0.49,1.236,0.198,1.09,0.494,0.162,0.066,0.042,0.04,0.042,0.04,0.042,0.04,0.206,0.036,0.47,0.194,0.194
0.344,0.902,0.724,0.302,0.13,0.49,1.236,0.198,1.09,0.494,0.162,0.066,0.042,0.04,0.042,0.04,0.042,0.04,0.206,0.036,0.47,0.194,0.194,0.164
0.902,0.724,0.302,0.13,0.49,1.236,0.198,1.09,0.494,0.162,0.066,0.042,0.04,0.042,0.04,0.042,0.04,0.206,0.036,0.47,0.194,0.194,0.164,0.138
0.724,0.302,0.13,0.49,1.236,0.198,1.09,0.494,0.162,0.066,0.042,0.04,0.042,0.04,0.042,0.04,0.206,0.036,0.47,0.194,0.194,0.164,0.138,1.568
0.302,0.13,0.49,1.236,0.198,1.09,0.494,0.162,0.066,0.042,0.04,0.042,0.04,0.042,0.04,0.206,0.036,0.47,0.194,0.194,0.164,0.138,1.568,2.632
0.13,0.49,1.236,0.198,1.09,0.494,0.162,0.066,0.042,0.04,0.042,0.04,0.042,0.04,0.206,0.036,0.47,0.194,0.194,0.164,0.138,1.568,2.632,0.898
0.49,1.236,0.198,1.09,0.494,0.162,0.066,0.042,0.04,0.042,0.04,0.042,0.04,0.206,0.036,0.47,0.194,0.194,0.164,0.138,1.568,2.632,0.898,0.874
1.236,0.198,1.09,0.494,0.162,0.066,0.042,0.04,0.042,0.04,0.042,0.04,0.206,0.036,0.47,0.194,0.194,0.164,0.138,1.568,2.632,0.898,0.874,0.144
0.198,1.09,0.494,0.162,0.066,0.042,0.04,0.042,0.04,0.042,0.04,0.206,0.036,0.47,0.194,0.194,0.164,0.138,1.568,2.632,0.898,0.874,0.144,0.444
1.09,0.494,0.162,0.066,0.042,0.04,0.042,0.04,0.042,0.04,0.206,0.036,0.47,0.194,0.194,0.164,0.138,1.568,2.632,0.898,0.874,0.144,0.444,0.29
0.494,0.162,0.066,0.042,0.04,0.042,0.04,0.042,0.04,0.206,0.036,0.47,0.194,0.194,0.164,0.138,1.568,2.632,0.898,0.874,0.144,0.444,0.29,0.556
0.162,0.066,0.042,0.04,0.042,0.04,0.042,0.04,0.206,0.036,0.47,0.194,0.194,0.164,0.138,1.568,2.632,0.898,0.874,0.144,0.444,0.29,0.556,0.578
0.066,0.042,0.04,0.042,0.04,0.042,0.04,0.206,0.036,0.47,0.194,0.194,0.164,0.138,1.568,2.632,0.898,0.874,0.144,0.444,0.29,0.556,0.578,2.024
0.042,0.04,0.042,0.04,0.042,0.04,0.206,0.036,0.47,0.194,0.194,0.164,0.138,1.568,2.632,0.898,0.874,0.144,0.444,0.29,0.556,0.578,2.024,2.486
0.04,0.042,0.04,0.042,0.04,0.206,0.036,0.47,0.194,0.194,0.164,0.138,1.568,2.632,0.898,0.874,0.144,0.444,0.29,0.556,0.578,2.024,2.486,0.566
0.042,0.04,0.042,0.04,0.206,0.036,0.47,0.194,0.194,0.164,0.138,1.568,2.632,0.898,0.874,0.144,0.444,0.29,0.556,0.578,2.024,2.486,0.566,0.204
0.04,0.042,0.04,0.206,0.036,0.47,0.194,0.194,0.164,0.138,1.568,2.632,0.898,0.874,0.144,0.444,0.29,0.556,0.578,2.024,2.486,0.566,0.204,0.564
0.042,0.04,0.206,0.036,0.47,0.194,0.194,0.164,0.138,1.568,2.632,0.898,0.874,0.144,0.444,0.29,0.556,0.578,2.024,2.486,0.566,0.204,0.564,0.04
0.04,0.206,0.036,0.47,0.194,0.194,0.164,0.138,1.568,2.632,0.898,0.874,0.144,0.444,0.29,0.556,0.578,2.024,2.486,0.566,0.204,0.564,0.04,0.026
0.206,0.036,0.47,0.194,0.194,0.164,0.138,1.568,2.632,0.898,0.874,0.144,0.444,0.29,0.556,0.578,2.024,2.486,0.566,0.204,0.564,0.04,0.026,0.038
0.036,0.47,0.194,0.194,0.164,0.138,1.568,2.632,0.898,0.874,0.144,0.444,0.29,0.556,0.578,2.024,2.486,0.566,0.204,0.564,0.04,0.026,0.038,0.03
0.47,0.194,0.194,0.164,0.138,1.568,2.632,0.898,0.874,0.144,0.444,0.29,0.556,0.578,2.024,2.486,0.566,0.204,0.564,0.04,0.026,0.038,0.03,0.272
0.194,0.194,0.164,0.138,1.568,2.632,0.898,0.874,0.144,0.444,0.29,0.556,0.578,2.024,2.486,0.566,0.204,0.564,0.04,0.026,0.038,0.03,0.272,1.55
0.194,0.164,0.138,1.568,2.632,0.898,0.874,0.144,0.444,0.29,0.556,0.578,2.024,2.486,0.566,0.204,0.564,0.04,0.026,0.038,0.03,0.272,1.55,0.37
0.164,0.138,1.568,2.632,0.898,0.874,0.144,0.444,0.29,0.556,0.578,2.024,2.486,0.566,0.204,0.564,0.04,0.026,0.038,0.03,0.272,1.55,0.37,0.384
0.138,1.568,2.632,0.898,0.874,0.144,0.444,0.29,0.556,0.578,2.024,2.486,0.566,0.204,0.564,0.04,0.026,0.038,0.03,0.272,1.55,0.37,0.384,0.31
1.568,2.632,0.898,0.874,0.144,0.444,0.29,0.556,0.578,2.024,2.486,0.566,0.204,0.564,0.04,0.026,0.038,0.03,0.272,1.55,0.37,0.384,0.31,0.048
2.632,0.898,0.874,0.144,0.444,0.29,0.556,0.578,2.024,2.486,0.566,0.204,0.564,0.04,0.026,0.038,0.03,0.272,1.55,0.37,0.384,0.31,0.048,0.752
0.898,0.874,0.144,0.444,0.29,0.556,0.578,2.024,2.486,0.566,0.204,0.564,0.04,0.026,0.038,0.03,0.272,1.55,0.37,0.384,0.31,0.048,0.752,0.534
0.874,0.144,0.444,0.29,0.556,0.578,2.024,2.486,0.566,0.204,0.564,0.04,0.026,0.038,0.03,0.272,1.55,0.37,0.384,0.31,0.048,0.752,0.534,1.004
0.144,0.444,0.29,0.556,0.578,2.024,2.486,0.566,0.204,0.564,0.04,0.026,0.038,0.03,0.272,1.55,0.37,0.384,0.31,0.048,0.752,0.534,1.004,0.154
0.444,0.29,0.556,0.578,2.024,2.486,0.566,0.204,0.564,0.04,0.026,0.038,0.03,0.272,1.55,0.37,0.384,0.31,0.048,0.752,0.534,1.004,0.154,0.854
0.29,0.556,0.578,2.024,2.486,0.566,0.204,0.564,0.04,0.026,0.038,0.03,0.272,1.55,0.37,0.384,0.31,0.048,0.752,0.534,1.004,0.154,0.854,2.096
0.556,0.578,2.024,2.486,0.566,0.204,0.564,0.04,0.026,0.038,0.03,0.272,1.55,0.37,0.384,0.31,0.048,0.752,0.534,1.004,0.154,0.854,2.096,2.23
0.578,2.024,2.486,0.566,0.204,0.564,0.04,0.026,0.038,0.03,0.272,1.55,0.37,0.384,0.31,0.048,0.752,0.534,1.004,0.154,0.854,2.096,2.23,1.622
2.024,2.486,0.566,0.204,0.564,0.04,0.026,0.038,0.03,0.272,1.55,0.37,0.384,0.31,0.048,0.752,0.534,1.004,0.154,0.854,2.096,2.23,1.622,0.212
2.486,0.566,0.204,0.564,0.04,0.026,0.038,0.03,0.272,1.55,0.37,0.384,0.31,0.048,0.752,0.534,1.004,0.154,0.854,2.096,2.23,1.622,0.212,0.38
0.566,0.204,0.564,0.04,0.026,0.038,0.03,0.272,1.55,0.37,0.384,0.31,0.048,0.752,0.534,1.004,0.154,0.854,2.096,2.23,1.622,0.212,0.38,0.072
0.204,0.564,0.04,0.026,0.038,0.03,0.272,1.55,0.37,0.384,0.31,0.048,0.752,0.534,1.004,0.154,0.854,2.096,2.23,1.622,0.212,0.38,0.072,0.036
0.564,0.04,0.026,0.038,0.03,0.272,1.55,0.37,0.384,0.31,0.048,0.752,0.534,1.004,0.154,0.854,2.096,2.23,1.622,0.212,0.38,0.072,0.036,0.026
0.04,0.026,0.038,0.03,0.272,1.55,0.37,0.384,0.31,0.048,0.752,0.534,1.004,0.154,0.854,2.096,2.23,1.622,0.212,0.38,0.072,0.036,0.026,0.024
0.026,0.038,0.03,0.272,1.55,0.37,0.384,0.31,0.048,0.752,0.534,1.004,0.154,0.854,2.096,2.23,1.622,0.212,0.38,0.072,0.036,0.026,0.024,0.022
0.038,0.03,0.272,1.55,0.37,0.384,0.31,0.048,0.752,0.534,1.004,0.154,0.854,2.096,2.23,1.622,0.212,0.38,0.072,0.036,0.026,0.024,0.022,0.024
0.03,0.272,1.55,0.37,0.384,0.31,0.048,0.752,0.534,1.004,0.154,0.854,2.096,2.23,1.622,0.212,0.38,0.072,0.036,0.026,0.024,0.022,0.024,0.022
0.272,1.55,0.37,0.384,0.31,0.048,0.752,0.534,1.004,0.154,0.854,2.096,2.23,1.622,0.212,0.38,0.072,0.036,0.026,0.024,0.022,0.024,0.022,0.042
1.55,0.37,0.384,0.31,0.048,0.752,0.534,1.004,0.154,0.854,2.096,2.23,1.622,0.212,0.38,0.072,0.036,0.026,0.024,0.022,0.024,0.022,0.042,0.038
0.37,0.384,0.31,0.048,0.752,0.534,1.004,0.154,0.854,2.096,2.23,1.622,0.212,0.38,0.072,0.036,0.026,0.024,0.022,0.024,0.022,0.042,0.038,0.906
0.384,0.31,0.048,0.752,0.534,1.004,0.154,0.854,2.096,2.23,1.622,0.212,0.38,0.072,0.036,0.026,0.024,0.022,0.024,0.022,0.042,0.038,0.906,0.432
0.31,0.048,0.752,0.534,1.004,0.154,0.854,2.096,2.23,1.622,0.212,0.38,0.072,0.036,0.026,0.024,0.022,0.024,0.022,0.042,0.038,0.906,0.432,0.044
0.048,0.752,0.534,1.004,0.154,0.854,2.096,2.23,1.622,0.212,0.38,0.072,0.036,0.026,0.024,0.022,0.024,0.022,0.042,0.038,0.906,0.432,0.044,2.514
0.752,0.534,1.004,0.154,0.854,2.096,2.23,1.622,0.212,0.38,0.072,0.036,0.026,0.024,0.022,0.024,0.022,0.042,0.038,0.906,0.432,0.044,2.514,0.686
0.534,1.004,0.154,0.854,2.096,2.23,1.622,0.212,0.38,0.072,0.036,0.026,0.024,0.022,0.024,0.022,0.042,0.038,0.906,0.432,0.044,2.514,0.686,0.752
1.004,0.154,0.854,2.096,2.23,1.622,0.212,0.38,0.072,0.036,0.026,0.024,0.022,0.024,0.022,0.042,0.038,0.906,0.432,0.044,2.514,0.686,0.752,0.64
0.154,0.854,2.096,2.23,1.622,0.212,0.38,0.072,0.036,0.026,0.024,0.022,0.024,0.022,0.042,0.038,0.906,0.432,0.044,2.514,0.686,0.752,0.64,0.046
0.854,2.096,2.23,1.622,0.212,0.38,0.072,0.036,0.026,0.024,0.022,0.024,0.022,0.042,0.038,0.906,0.432,0.044,2.514,0.686,0.752,0.64,0.046,0.392
2.096,2.23,1.622,0.212,0.38,0.072,0.036,0.026,0.024,0.022,0.024,0.022,0.042,0.038,0.906,0.432,0.044,2.514,0.686,0.752,0.64,0.046,0.392,1.126
2.23,1.622,0.212,0.38,0.072,0.036,0.026,0.024,0.022,0.024,0.022,0.042,0.038,0.906,0.432,0.044,2.514,0.686,0.752,0.64,0.046,0.392,1.126,1.056
1.622,0.212,0.38,0.072,0.036,0.026,0.024,0.022,0.024,0.022,0.042,0.038,0.906,0.432,0.044,2.514,0.686,0.752,0.64,0.046,0.392,1.126,1.056,0.082
